0,0,172035
0,1,730801
0,2,703394
0,3,233176
0,4,473007
0,5,956126
0,6,797471
0,7,745074
0,8,799816
0,9,29523
0,10,934220
0,11,911767
0,12,657248
0,13,727368
0,14,797963
0,15,453926
0,16,317879
0,17,817539
0,18,985785
0,19,342863
0,20,334653
0,21,675432
0,22,362822
0,23,744078
0,24,605225
0,25,235549
0,26,991768
0,27,733274
0,28,808616
0,29,661348
0,30,754924
0,31,408703
0,32,545986
0,33,853642
0,34,982141
0,35,579760
0,36,719216
0,37,450656
0,38,165235
0,39,872222
0,40,53601
0,41,603450
0,42,911929
0,43,227867
0,44,775878
0,45,136880
0,46,838132
0,47,253211
0,48,97638
0,49,13928
0,50,183360
0,51,958810
0,52,871919
0,53,496770
0,54,200948
0,55,954384
0,56,24786
0,57,266313
0,58,551347
0,59,491509
0,60,822314
0,61,826260
0,62,561575
0,63,73104
0,64,688546
0,65,187678
0,66,742524
0,67,893690
0,68,486740
0,69,160903
0,70,887324
0,71,965621
0,72,808521
0,73,738663
0,74,521461
0,75,926384
0,76,517182
0,77,668516
0,78,209711
0,79,614690
0,80,88457
0,81,499193
0,82,759955
0,83,34832
0,84,177236
0,85,976931
0,86,359750
0,87,44004
0,88,364418
0,89,893953
0,90,782373
0,91,942714
0,92,944283
0,93,916728
0,94,337969
0,95,470617
0,96,948612
0,97,199303
0,98,382413
0,99,922118
0,100,299763
0,101,156571
0,102,66834
0,103,17498
0,104,754322
0,105,411045
0,106,827159
0,107,400159
0,108,166771
0,109,433080
0,110,184333
0,111,814289
0,112,42352
0,113,221151
0,114,172255
0,115,887488
0,116,784208
0,117,757389
0,118,335013
0,119,245109
0,120,927710
0,121,959771
0,122,977457
0,123,549098
0,124,131099
0,125,833034
0,126,150779
0,127,187813
0,128,154108
0,129,414266
0,130,901562
0,131,867090
0,132,175843
0,133,592878
0,134,844902
0,135,774288
0,136,545220
0,137,491503
0,138,802853
0,139,764495
0,140,943996
0,141,796997
0,142,113742
0,143,41306
0,144,346774
0,145,187889
0,146,69163
0,147,929434
0,148,1945
0,149,189103
0,150,954400
0,151,704793
0,152,790909
0,153,751335
0,154,745201
0,155,887268
0,156,162690
0,157,687559
0,158,599201
0,159,19299
0,160,774621
0,161,610041
0,162,79440
0,163,387069
0,164,449202
0,165,123689
0,166,597461
0,167,720860
0,168,63118
0,169,785666
0,170,821437
0,171,652393
0,172,886485
0,173,128548
0,174,546934
0,175,578785
0,176,740952
0,177,128632
0,178,818857
0,179,709181
0,180,698795
0,181,493591
0,182,533766
0,183,734140
0,184,491834
0,185,690859
0,186,530593
0,187,665280
0,188,894448
0,189,241123
0,190,442164
0,191,723914
0,192,683359
0,193,278024
0,194,141882
0,195,717894
0,196,723736
0,197,366358
0,198,5737
0,199,914620
0,200,137546
0,201,808082
0,202,12409
0,203,804591
0,204,75881
0,205,724000
0,206,679051
0,207,570507
0,208,289989
0,209,923415
0,210,995751
0,211,862227
0,212,239984
0,213,114466
0,214,393924
0,215,577901
0,216,874349
0,217,205243
0,218,922988
0,219,172967
0,220,51803
0,221,778555
0,222,532057
0,223,72409
0,224,447513
0,225,774296
0,226,651906
0,227,84161
0,228,103786
0,229,45630
0,230,234262
0,231,278995
0,232,642880
0,233,251268
0,234,925387
0,235,346922
0,236,15241
0,237,735502
0,238,352338
0,239,804733
0,240,362413
0,241,863336
0,242,955888
0,243,795235
0,244,978507
0,245,583469
0,246,569694
0,247,555275
0,248,939341
0,249,656669
0,250,408764
0,251,933734
0,252,689059
0,253,347288
0,254,22658
0,255,681879
0,256,541195
0,257,885301
0,258,302351
0,259,41489
0,260,769025
0,261,561149
0,262,967959
0,263,370577
0,264,945624
0,265,536336
0,266,289952
0,267,587257
0,268,67107
0,269,656573
0,270,39013
0,271,686607
0,272,571312
0,273,191247
0,274,509195
0,275,118210
0,276,376376
0,277,985262
0,278,483849
0,279,936060
0,280,601811
0,281,920573
0,282,635460
0,283,895723
0,284,3827
0,285,979501
0,286,53617
0,287,963172
0,288,192967
0,289,657236
0,290,621483
0,291,404733
0,292,692291
0,293,109809
0,294,490730
0,295,709173
0,296,696823
0,297,580951
0,298,751798
0,299,323533
0,300,455015
0,301,435515
0,302,884791
0,303,871590
0,304,185076
0,305,394642
0,306,642713
0,307,378787
0,308,327465
0,309,41982
0,310,608039
0,311,46543
0,312,167291
0,313,978511
0,314,864473
0,315,293328
0,316,75795
0,317,96650
0,318,304255
0,319,498610
0,320,581373
0,321,281116
0,322,862659
0,323,758101
0,324,427770
0,325,929360
0,326,333451
0,327,439686
0,328,282548
0,329,331478
0,330,329219
0,331,941062
0,332,807447
0,333,462500
0,334,93352
0,335,239765
0,336,567446
0,337,336365
0,338,20894
0,339,44805
0,340,161936
0,341,286023
0,342,199031
0,343,797052
0,344,448893
0,345,258519
0,346,944274
0,347,256465
0,348,4832
0,349,924233
0,350,558207
0,351,760355
0,352,78972
0,353,856674
0,354,62667
0,355,807981
0,356,720619
0,357,207491
0,358,800634
0,359,468222
0,360,15898
0,361,612956
0,362,333538
0,363,575981
0,364,561650
0,365,104355
0,366,754640
0,367,725232
0,368,359485
0,369,89381
0,370,581357
0,371,170251
0,372,303646
0,373,841370
0,374,896086
0,375,892584
0,376,408863
0,377,51153
0,378,174248
0,379,275410
0,380,515513
0,381,272392
0,382,935504
0,383,990055
0,384,484060
0,385,107751
0,386,702022
0,387,427820
0,388,760887
0,389,186766
0,390,256978
0,391,964100
0,392,555860
0,393,382439
0,394,174217
0,395,560498
0,396,572280
0,397,311562
0,398,472205
0,399,462408
0,400,200520
0,401,171932
0,402,41343
0,403,319430
0,404,377811
0,405,195317
0,406,857389
0,407,987068
0,408,16124
0,409,125243
0,410,435746
0,411,771407
0,412,7157
0,413,163773
0,414,881540
0,415,374380
0,416,217498
0,417,651642
0,418,41258
0,419,633508
0,420,856026
0,421,826448
0,422,271149
0,423,321183
0,424,278569
0,425,517838
0,426,385464
0,427,714491
0,428,369574
0,429,332060
0,430,752547
0,431,936894
0,432,923122
0,433,489984
0,434,349645
0,435,725738
0,436,249256
0,437,391948
0,438,344096
0,439,31658
0,440,490999
0,441,725842
0,442,808527
0,443,480896
0,444,321441
0,445,471402
0,446,703809
0,447,310602
0,448,354910
0,449,523874
0,450,661285
0,451,238402
0,452,920781
0,453,836672
0,454,258927
0,455,209368
0,456,303685
0,457,544031
0,458,807478
0,459,15229
0,460,956017
0,461,911322
0,462,617225
0,463,557224
0,464,229264
0,465,467276
0,466,940698
0,467,902886
0,468,64992
0,469,118688
0,470,531090
0,471,316434
0,472,234245
0,473,270337
0,474,539438
0,475,576780
0,476,646791
0,477,634035
0,478,83275
0,479,673690
0,480,259701
0,481,721606
0,482,595465
0,483,810002
0,484,561801
0,485,248335
0,486,870568
0,487,928500
0,488,455816
0,489,386483
0,490,757980
0,491,849634
0,492,220936
0,493,920634
0,494,792098
0,495,366683
0,496,446256
0,497,925732
0,498,209644
0,499,334026
0,500,810955
0,501,697348
0,502,167909
0,503,274892
0,504,262131
0,505,595822
0,506,725892
0,507,326063
0,508,55588
0,509,992304
0,510,873684
0,511,308713
0,512,709354
0,513,87164
0,514,448069
0,515,401749
0,516,995073
0,517,455544
0,518,146756
0,519,232179
0,520,162993
0,521,331706
0,522,653055
0,523,552306
0,524,892639
0,525,491322
0,526,747977
0,527,543652
0,528,634947
0,529,65278
0,530,836734
0,531,355762
0,532,934354
0,533,738052
0,534,501290
0,535,374302
0,536,761598
0,537,518715
0,538,934893
0,539,991303
0,540,290173
0,541,472192
0,542,215370
0,543,730199
0,544,998343
0,545,9998
0,546,513512
0,547,718446
0,548,204309
0,549,602393
0,550,544181
0,551,117393
0,552,590513
0,553,145859
0,554,35681
0,555,355245
0,556,316443
0,557,874555
0,558,941072
0,559,355673
0,560,440260
0,561,575342
0,562,739867
0,563,137898
0,564,348295
0,565,699167
0,566,339999
0,567,218828
0,568,339729
0,569,535042
0,570,226155
0,571,476459
0,572,386163
0,573,866245
0,574,87568
0,575,455482
0,576,283604
0,577,348979
0,578,426329
0,579,300468
0,580,690532
0,581,952192
0,582,874443
0,583,942227
0,584,974986
0,585,672463
0,586,950548
0,587,37103
0,588,561099
0,589,964648
0,590,380512
0,591,88102
0,592,834245
0,593,503819
0,594,123855
0,595,849401
0,596,588324
0,597,653251
0,598,486545
0,599,636034
0,600,743323
0,601,280004
0,602,941371
0,603,559373
0,604,799404
0,605,836942
0,606,157719
0,607,987964
0,608,680063
0,609,438768
0,610,140763
0,611,229585
0,612,462508
0,613,391124
0,614,309555
0,615,748771
0,616,844686
0,617,338964
0,618,586487
0,619,133273
0,620,542367
